"Statistic Label","Year","Ward","UNIT","VALUE"
"Farmers","2012","Sandown","Number",""
"Farmers","2012","Shandon","Number",""
"Farmers","2012","Shankill (Belfast)","Number",""
"Farmers","2012","Shaw's Road","Number",""
"Farmers","2012","Stewartstown (Belfast)","Number",""
"Farmers","2012","Stormont","Number",""
"Farmers","2012","Stranmillis","Number",""
"Farmers","2012","Sydenham","Number",""
"Farmers","2012","Turf Lodge","Number",""
"Farmers","2012","Twinbrook","Number",""
"Farmers","2012","Upper Malone","Number",""
"Farmers","2012","Water Works","Number",""
"Farmers","2012","Windsor","Number",""
"Farmers","2012","Woodstock","Number",""
"Farmers","2012","Woodvale","Number",""
"Farmers","2012","Aghadowey","Number",""
"Farmers","2012","Altahullion","Number",""
"Farmers","2012","Atlantic","Number",""
"Farmers","2012","Ballycastle","Number",""
"Farmers","2012","Ballykelly","Number",""
"Farmers","2012","Ballymoney East","Number",""
"Farmers","2012","Ballymoney North","Number",""
"Farmers","2012","Ballymoney South","Number",""
"Farmers","2012","Castlerock","Number",""
"Farmers","2012","Churchland","Number",""
"Farmers","2012","Clogh Mills","Number",""
"Farmers","2012","Coolessan","Number",""
"Farmers","2012","Dervock","Number",""
"Farmers","2012","Drumsurn","Number",""
"Farmers","2012","Dundooan","Number",""
"Farmers","2012","Dungiven","Number",""
"Farmers","2012","Dunloy","Number",""
"Farmers","2012","Feeny","Number",""
"Farmers","2012","Garvagh","Number",""
"Farmers","2012","Giant's Causeway","Number",""
"Farmers","2012","Greysteel","Number",""
"Farmers","2012","Greystone (Causeway Coast and Glens)","Number",""
"Farmers","2012","Hopefield","Number",""
"Farmers","2012","Kilrea","Number",""
"Farmers","2012","Kinbane","Number",""
"Farmers","2012","Loughguile and Stranocum","Number",""
"Farmers","2012","Lurigethan","Number",""
"Farmers","2012","Macosquin","Number",""
"Farmers","2012","Magilligan","Number",""
"Farmers","2012","Mountsandel","Number",""
"Farmers","2012","Portrush and Dunluce","Number",""
"Farmers","2012","Portstewart","Number",""
"Farmers","2012","Quarry","Number",""
"Farmers","2012","Rasharkin","Number",""
"Farmers","2012","Roeside","Number",""
"Farmers","2012","Route","Number",""
"Farmers","2012","Torr Head and Rathlin","Number",""
"Farmers","2012","University","Number",""
"Farmers","2012","Waterside","Number",""
"Farmers","2012","Windy Hall","Number",""
"Farmers","2012","Artigarvan","Number",""
"Farmers","2012","Ballycolman","Number",""
"Farmers","2012","Ballymagroarty","Number",""
"Farmers","2012","Brandywell","Number",""
"Farmers","2012","Carn Hill","Number",""
"Farmers","2012","Castlederg","Number",""
"Farmers","2012","Caw","Number",""
"Farmers","2012","City Walls","Number",""
"Farmers","2012","Claudy","Number",""
"Farmers","2012","Clondermot","Number",""
"Farmers","2012","Creggan","Number",""
"Farmers","2012","Creggan South","Number",""
"Farmers","2012","Culmore","Number",""
"Farmers","2012","Drumahoe","Number",""
"Farmers","2012","Dunnamanagh","Number",""
"Farmers","2012","Ebrington","Number",""
"Farmers","2012","Eglinton","Number",""
"Farmers","2012","Enagh","Number",""
"Farmers","2012","Finn","Number",""
"Farmers","2012","Foyle Springs","Number",""
"Farmers","2012","Galliagh","Number",""
"Farmers","2012","Glenderg","Number",""
"Farmers","2012","Glenelly Valley","Number",""
"Farmers","2012","Kilfennan","Number",""
"Farmers","2012","Lisnagelvin","Number",""
"Farmers","2012","Madam's Bank","Number",""
"Farmers","2012","New Buildings","Number",""
"Farmers","2012","Newtownstewart","Number",""
"Farmers","2012","Northland","Number",""
"Farmers","2012","Park (Derry and Strabane)","Number",""
"Farmers","2012","Shantallow","Number",""
"Farmers","2012","Shantallow East","Number",""
"Farmers","2012","Sheriff's Mountain","Number",""
"Farmers","2012","Sion Mills","Number",""
"Farmers","2012","Skeoge","Number",""
"Farmers","2012","Slievekirk","Number",""
"Farmers","2012","Springtown","Number",""
"Farmers","2012","Strabane North","Number",""
"Farmers","2012","Strabane West","Number",""
"Farmers","2012","Victoria (Derry and Strabane)","Number",""
"Farmers","2012","Ballinamallard","Number",""
"Farmers","2012","Belcoo and Garrison","Number",""
"Farmers","2012","Belleek and Boa","Number",""
"Farmers","2012","Beragh","Number",""
"Farmers","2012","Boho,Cleenish and Letterbreen","Number",""
"Farmers","2012","Brookeborough","Number",""
"Farmers","2012","Camowen","Number",""
"Farmers","2012","Castlecoole","Number",""
"Farmers","2012","Coolnagard","Number",""
"Farmers","2012","Dergmoney","Number",""
"Farmers","2012","Derrygonnelly","Number",""
"Farmers","2012","Derrylin","Number",""
"Farmers","2012","Donagh","Number",""
"Farmers","2012","Dromore (Fermanagh and Omagh)","Number",""
"Farmers","2012","Drumnakilly","Number",""
"Farmers","2012","Drumquin","Number",""
"Farmers","2012","Ederney and Kesh","Number",""
"Farmers","2012","Erne","Number",""
"Farmers","2012","Fairy Water","Number",""
"Farmers","2012","Fintona","Number",""
"Farmers","2012","Florence Court and Kinawley","Number",""
"Farmers","2012","Gortin","Number",""
"Farmers","2012","Gortrush","Number",""
"Farmers","2012","Irvinestown","Number",""
"Farmers","2012","Killyclogher","Number",""
"Farmers","2012","Lisbellaw","Number",""
"Farmers","2012","Lisnarrick","Number",""
"Farmers","2012","Lisnaskea","Number",""
"Farmers","2012","Maguiresbridge","Number",""
"Farmers","2012","Newtownbutler","Number",""
"Farmers","2012","Newtownsaville","Number",""
"Farmers","2012","Owenkillew","Number",""
"Farmers","2012","Portora","Number",""
"Farmers","2012","Rosslea","Number",""
"Farmers","2012","Rossorry","Number",""
"Farmers","2012","Sixmilecross","Number",""
"Farmers","2012","Strule","Number",""
"Farmers","2012","Tempo","Number",""
"Farmers","2012","Termon","Number",""
"Farmers","2012","Trillick","Number",""
"Farmers","2012","Ballinderry","Number",""
"Farmers","2012","Ballyhanwood","Number",""
"Farmers","2012","Ballymacash","Number",""
"Farmers","2012","Ballymacbrennan","Number",""
"Farmers","2012","Ballymacoss","Number",""
"Farmers","2012","Beechill","Number",""
"Farmers","2012","Blaris","Number",""
"Farmers","2012","Cairnshill","Number",""
"Farmers","2012","Carrowreagh","Number",""
"Farmers","2012","Carryduff East","Number",""
"Farmers","2012","Carryduff West","Number",""
"Farmers","2012","Derryaghy","Number",""
"Farmers","2012","Dromara","Number",""
"Farmers","2012","Drumbo","Number",""
"Farmers","2012","Dundonald","Number",""
"Farmers","2012","Enler","Number",""
"Farmers","2012","Galwally","Number",""
"Farmers","2012","Glenavy","Number",""
"Farmers","2012","Graham's Bridge","Number",""
"Farmers","2012","Harmony Hill","Number",""
"Farmers","2012","Hilden","Number",""
"Farmers","2012","Hillhall","Number",""
"Farmers","2012","Hillsborough","Number",""
"Farmers","2012","Knockbracken","Number",""
"Farmers","2012","Knockmore","Number",""
"Farmers","2012","Lagan","Number",""
"Farmers","2012","Lagan Valley","Number",""
"Farmers","2012","Lambeg","Number",""
"Farmers","2012","Lisnagarvey","Number",""
"Farmers","2012","Maghaberry","Number",""
"Farmers","2012","Magheralave","Number",""
"Farmers","2012","Maze","Number",""
"Farmers","2012","Moira","Number",""
"Farmers","2012","Moneyreagh","Number",""
"Farmers","2012","Newtownbreda","Number",""
"Farmers","2012","Old Warren","Number",""
"Farmers","2012","Ravernet","Number",""
"Farmers","2012","Stonyford","Number",""
"Farmers","2012","Wallace Park","Number",""
"Farmers","2012","White Mountain","Number",""
"Farmers","2012","Academy","Number",""
"Farmers","2012","Ahoghill","Number",""
"Farmers","2012","Ardeevin","Number",""
"Farmers","2012","Ballee and Harryville","Number",""
"Farmers","2012","Ballycarry and Glynn","Number",""
"Farmers","2012","Ballykeel","Number",""
"Farmers","2012","Boneybefore","Number",""
"Farmers","2012","Braidwater","Number",""
"Farmers","2012","Broughshane","Number",""
"Farmers","2012","Burleigh Hill","Number",""
"Farmers","2012","Cairncastle","Number",""
"Farmers","2012","Carnlough and Glenarm","Number",""
"Farmers","2012","Castle (Mid and East Antrim)","Number",""
"Farmers","2012","Castle Demesne","Number",""
"Farmers","2012","Craigyhill","Number",""
"Farmers","2012","Cullybackey","Number",""
"Farmers","2012","Curran and Inver","Number",""
"Farmers","2012","Fair Green","Number",""
"Farmers","2012","Galgorm","Number",""
"Farmers","2012","Gardenmore","Number",""
"Farmers","2012","Glenravel","Number",""
"Farmers","2012","Glenwhirry","Number",""
"Farmers","2012","Gortalee","Number",""
"Farmers","2012","Grange","Number",""
"Farmers","2012","Greenisland","Number",""
"Farmers","2012","Islandmagee","Number",""
"Farmers","2012","Kells","Number",""
"Farmers","2012","Kilroot","Number",""
"Farmers","2012","Kilwaughter","Number",""
"Farmers","2012","Kirkinriola","Number",""
"Farmers","2012","Love Lane","Number",""
"Farmers","2012","Maine","Number",""
"Farmers","2012","Park (Mid and East Antrim)","Number",""
"Farmers","2012","Portglenone","Number",""
"Farmers","2012","Slemish","Number",""
"Farmers","2012","Sunnylands","Number",""
"Farmers","2012","The Maidens","Number",""
"Farmers","2012","Victoria (Mid and East Antrim)","Number",""
"Farmers","2012","Whitehead South","Number",""
"Farmers","2012","Woodburn","Number",""
"Farmers","2012","Ardboe","Number",""
"Farmers","2012","Augher and Clogher","Number",""
"Farmers","2012","Aughnacloy","Number",""
"Farmers","2012","Ballygawley","Number",""
"Farmers","2012","Ballymaguigan","Number",""
"Farmers","2012","Ballysaggart","Number",""
"Farmers","2012","Bellaghy","Number",""
"Farmers","2012","Caledon","Number",""
"Farmers","2012","Castlecaulfield","Number",""
"Farmers","2012","Castledawson","Number",""
"Farmers","2012","Coagh","Number",""
"Farmers","2012","Coalisland North","Number",""
"Farmers","2012","Coalisland South","Number",""
"Farmers","2012","Cookstown East","Number",""
"Farmers","2012","Cookstown South","Number",""
"Farmers","2012","Cookstown West","Number",""
"Farmers","2012","Coolshinny","Number",""
"Farmers","2012","Donaghmore","Number",""
"Farmers","2012","Draperstown","Number",""
"Farmers","2012","Fivemiletown","Number",""
"Farmers","2012","Glebe (Mid Ulster)","Number",""
"Farmers","2012","Killyman","Number",""
"Farmers","2012","Killymeal","Number",""
"Farmers","2012","Lissan","Number",""
"Farmers","2012","Loughry","Number",""
"Farmers","2012","Lower Glenshane","Number",""
"Farmers","2012","Maghera","Number",""
"Farmers","2012","Moy","Number",""
"Farmers","2012","Moygashel","Number",""
"Farmers","2012","Mullaghmore","Number",""
"Farmers","2012","Oaklands","Number",""
"Farmers","2012","Pomeroy","Number",""
"Farmers","2012","Stewartstown (Mid Ulster)","Number",""
"Farmers","2012","Swatragh","Number",""
"Farmers","2012","Tamlaght O'Crilly","Number",""
"Farmers","2012","The Loup","Number",""
"Farmers","2012","Tobermore","Number",""
"Farmers","2012","Town Parks East","Number",""
"Farmers","2012","Valley (Mid Ulster)","Number",""
"Farmers","2012","Washing Bay","Number",""
"Farmers","2012","Abbey (Newry, Mourne and Down)","Number",""
"Farmers","2012","Annalong","Number",""
"Farmers","2012","Ballybot","Number",""
"Farmers","2012","Ballydugan","Number",""
"Farmers","2012","Ballynahinch","Number",""
"Farmers","2012","Ballyward","Number",""
"Farmers","2012","Bessbrook","Number",""
"Farmers","2012","Binnian","Number",""
"Farmers","2012","Burren","Number",""
"Farmers","2012","Camlough","Number",""
"Farmers","2012","Castlewellan","Number",""
"Farmers","2012","Cathedral (Newry, Mourne and Down)","Number",""
"Farmers","2012","Crossgar and Killyleagh","Number",""
"Farmers","2012","Crossmaglen","Number",""
"Farmers","2012","Damolly","Number",""
"Farmers","2012","Derryboy","Number",""
"Farmers","2012","Derryleckagh","Number",""
"Farmers","2012","Donard","Number",""
"Farmers","2012","Drumalane","Number",""
"Farmers","2012","Drumaness","Number",""
"Farmers","2012","Dundrum","Number",""
"Farmers","2012","Fathom","Number",""
"Farmers","2012","Forkhill","Number",""
"Farmers","2012","Hilltown","Number",""
"Farmers","2012","Kilkeel","Number",""
"Farmers","2012","Kilmore","Number",""
"Farmers","2012","Knocknashinna","Number",""
"Farmers","2012","Lecale","Number",""
"Farmers","2012","Lisnacree","Number",""
"Farmers","2012","Mayobridge","Number",""
"Farmers","2012","Mullaghbane","Number",""
"Farmers","2012","Murlough","Number",""
"Farmers","2012","Newtownhamilton","Number",""
"Farmers","2012","Quoile","Number",""
"Farmers","2012","Rostrevor","Number",""
"Farmers","2012","Saintfield","Number",""
"Farmers","2012","St. Patrick's","Number",""
"Farmers","2012","Strangford","Number",""
"Farmers","2012","Tollymore","Number",""
"Farmers","2012","Warrenpoint","Number",""
"Farmers","2012","Whitecross","Number",""
"Farmers","2012","Ballycrochan","Number",""
"Farmers","2012","Ballygowan","Number",""
"Farmers","2012","Ballygrainey","Number",""
"Farmers","2012","Ballyholme","Number",""
"Farmers","2012","Ballymagee","Number",""
"Farmers","2012","Ballywalter","Number",""
"Farmers","2012","Bloomfield (North Down and Ards)","Number",""
"Farmers","2012","Broadway","Number",""
"Farmers","2012","Bryansburn","Number",""
"Farmers","2012","Carrowdore","Number",""
"Farmers","2012","Castle (North Down and Ards)","Number",""
"Farmers","2012","Clandeboye","Number",""
"Farmers","2012","Comber North","Number",""
"Farmers","2012","Comber South","Number",""
"Farmers","2012","Comber West","Number",""
"Farmers","2012","Conway Square","Number",""
"Farmers","2012","Cronstown","Number",""
"Farmers","2012","Cultra","Number",""
"Farmers","2012","Donaghadee","Number",""
"Farmers","2012","Glen","Number",""
"Farmers","2012","Gregstown","Number",""
"Farmers","2012","Groomsport","Number",""
"Farmers","2012","Harbour","Number",""
"Farmers","2012","Helen's Bay","Number",""
"Farmers","2012","Holywood","Number",""
"Farmers","2012","Kilcooley","Number",""
"Farmers","2012","Killinchy","Number",""
"Farmers","2012","Kircubbin","Number",""
"Farmers","2012","Loughries","Number",""
"Farmers","2012","Loughview","Number",""
"Farmers","2012","Movilla","Number",""
"Farmers","2012","Portaferry","Number",""
"Farmers","2012","Portavogie","Number",""
"Farmers","2012","Rathgael","Number",""
"Farmers","2012","Rathmore","Number",""
"Farmers","2012","Scrabo","Number",""
"Farmers","2012","Silverbirch","Number",""
"Farmers","2012","Silverstream","Number",""
"Farmers","2012","Warren","Number",""
"Farmers","2012","West Winds","Number",""
"Farmers","2012","Northern Ireland","Number","29057"
"Farmers","2013","Abbey (Antrim and Newtownabbey)","Number",""
"Farmers","2013","Aldergrove","Number",""
"Farmers","2013","Antrim Centre","Number",""
"Farmers","2013","Ballyclare East","Number",""
"Farmers","2013","Ballyclare West","Number",""
"Farmers","2013","Ballyduff","Number",""
"Farmers","2013","Ballyhenry","Number",""
"Farmers","2013","Ballynure","Number",""
"Farmers","2013","Ballyrobert","Number",""
"Farmers","2013","Burnthill","Number",""
"Farmers","2013","Carnmoney","Number",""
"Farmers","2013","Carnmoney Hill","Number",""
"Farmers","2013","Clady","Number",""
"Farmers","2013","Collinbridge","Number",""
"Farmers","2013","Cranfield","Number",""
"Farmers","2013","Crumlin","Number",""
"Farmers","2013","Doagh","Number",""
"Farmers","2013","Fairview","Number",""
"Farmers","2013","Fountain Hill","Number",""
"Farmers","2013","Glebe (Antrim and Newtownabbey)","Number",""
"Farmers","2013","Glengormley","Number",""
"Farmers","2013","Greystone (Antrim and Newtownabbey)","Number",""
"Farmers","2013","Hightown","Number",""
"Farmers","2013","Jordanstown","Number",""
"Farmers","2013","Mallusk","Number",""
"Farmers","2013","Monkstown","Number",""
"Farmers","2013","Mossley","Number",""
"Farmers","2013","O'Neill","Number",""
"Farmers","2013","Parkgate","Number",""
"Farmers","2013","Randalstown","Number",""
"Farmers","2013","Rathcoole","Number",""
"Farmers","2013","Rostulla","Number",""
"Farmers","2013","Shilvodan","Number",""
"Farmers","2013","Springfarm","Number",""
"Farmers","2013","Steeple","Number",""
"Farmers","2013","Stiles","Number",""
"Farmers","2013","Templepatrick","Number",""
"Farmers","2013","Toome","Number",""
"Farmers","2013","Valley (Antrim and Newtownabbey)","Number",""
"Farmers","2013","Whitehouse","Number",""
"Farmers","2013","Aghagallon","Number",""
"Farmers","2013","Ballybay","Number",""
"Farmers","2013","Banbridge East","Number",""
"Farmers","2013","Banbridge North","Number",""
"Farmers","2013","Banbridge South","Number",""
"Farmers","2013","Banbridge West","Number",""
"Farmers","2013","Blackwatertown","Number",""
"Farmers","2013","Bleary","Number",""
"Farmers","2013","Brownlow","Number",""
"Farmers","2013","Cathedral (Armagh, Banbridge and Craigavon)","Number",""
"Farmers","2013","Corcrain","Number",""
"Farmers","2013","Craigavon Centre","Number",""
"Farmers","2013","Demesne","Number",""
"Farmers","2013","Derrytrasna","Number",""
"Farmers","2013","Donaghcloney","Number",""
"Farmers","2013","Dromore (Armagh, Banbridge and Craigavon)","Number",""
"Farmers","2013","Gilford","Number",""
"Farmers","2013","Gransha","Number",""
"Farmers","2013","Hamiltonsbawn","Number",""
"Farmers","2013","Keady","Number",""
"Farmers","2013","Kernan","Number",""
"Farmers","2013","Killycomain","Number",""
"Farmers","2013","Knocknashane","Number",""
"Farmers","2013","Lough Road","Number",""
"Farmers","2013","Loughbrickland","Number",""
"Farmers","2013","Loughgall","Number",""
"Farmers","2013","Magheralin","Number",""
"Farmers","2013","Mahon","Number",""
"Farmers","2013","Markethill","Number",""
"Farmers","2013","Mourneview","Number",""
"Farmers","2013","Navan","Number",""
"Farmers","2013","Parklake","Number",""
"Farmers","2013","Quilly","Number",""
"Farmers","2013","Rathfriland","Number",""
"Farmers","2013","Richhill","Number",""
"Farmers","2013","Seagahan","Number",""
"Farmers","2013","Shankill (Armagh, Banbridge and Craigavon)","Number",""
"Farmers","2013","Tandragee","Number",""
"Farmers","2013","The Birches","Number",""
"Farmers","2013","The Mall","Number",""
"Farmers","2013","Waringstown","Number",""
"Farmers","2013","Andersonstown","Number",""
"Farmers","2013","Ardoyne","Number",""
"Farmers","2013","Ballygomartin","Number",""
"Farmers","2013","Ballymacarrett","Number",""
"Farmers","2013","Ballymurphy","Number",""
"Farmers","2013","Ballysillan","Number",""
"Farmers","2013","Beechmount","Number",""
"Farmers","2013","Beersbridge","Number",""
"Farmers","2013","Bellevue","Number",""
"Farmers","2013","Belmont","Number",""
"Farmers","2013","Belvoir","Number",""
"Farmers","2013","Blackstaff","Number",""
"Farmers","2013","Bloomfield (Belfast)","Number",""
"Farmers","2013","Cavehill","Number",""
"Farmers","2013","Central","Number",""
"Farmers","2013","Chichester Park","Number",""
"Farmers","2013","Cliftonville","Number",""
"Farmers","2013","Clonard","Number",""
"Farmers","2013","Collin Glen","Number",""
"Farmers","2013","Connswater","Number",""
"Farmers","2013","Cregagh","Number",""
"Farmers","2013","Duncairn","Number",""
"Farmers","2013","Dunmurry","Number",""
"Farmers","2013","Falls","Number",""
"Farmers","2013","Falls Park","Number",""
"Farmers","2013","Finaghy","Number",""
"Farmers","2013","Forth River","Number",""
"Farmers","2013","Fortwilliam","Number",""
"Farmers","2013","Garnerville","Number",""
"Farmers","2013","Gilnahirk","Number",""
"Farmers","2013","Hillfoot","Number",""
"Farmers","2013","Innisfayle","Number",""
"Farmers","2013","Knock","Number",""
"Farmers","2013","Ladybrook","Number",""
"Farmers","2013","Lagmore","Number",""
"Farmers","2013","Legoniel","Number",""
"Farmers","2013","Malone","Number",""
"Farmers","2013","Merok","Number",""
"Farmers","2013","Musgrave","Number",""
"Farmers","2013","New Lodge","Number",""
"Farmers","2013","Orangefield","Number",""
"Farmers","2013","Ormeau","Number",""
"Farmers","2013","Poleglass","Number",""
"Farmers","2013","Ravenhill","Number",""
"Farmers","2013","Rosetta","Number",""
"Farmers","2013","Sandown","Number",""
"Farmers","2013","Shandon","Number",""
"Farmers","2013","Shankill (Belfast)","Number",""
"Farmers","2013","Shaw's Road","Number",""
"Farmers","2013","Stewartstown (Belfast)","Number",""
"Farmers","2013","Stormont","Number",""
"Farmers","2013","Stranmillis","Number",""
"Farmers","2013","Sydenham","Number",""
"Farmers","2013","Turf Lodge","Number",""
"Farmers","2013","Twinbrook","Number",""
"Farmers","2013","Upper Malone","Number",""
"Farmers","2013","Water Works","Number",""
"Farmers","2013","Windsor","Number",""
"Farmers","2013","Woodstock","Number",""
"Farmers","2013","Woodvale","Number",""
"Farmers","2013","Aghadowey","Number",""
"Farmers","2013","Altahullion","Number",""
"Farmers","2013","Atlantic","Number",""
"Farmers","2013","Ballycastle","Number",""
"Farmers","2013","Ballykelly","Number",""
"Farmers","2013","Ballymoney East","Number",""
"Farmers","2013","Ballymoney North","Number",""
"Farmers","2013","Ballymoney South","Number",""
"Farmers","2013","Castlerock","Number",""
"Farmers","2013","Churchland","Number",""
"Farmers","2013","Clogh Mills","Number",""
"Farmers","2013","Coolessan","Number",""
"Farmers","2013","Dervock","Number",""
"Farmers","2013","Drumsurn","Number",""
"Farmers","2013","Dundooan","Number",""
"Farmers","2013","Dungiven","Number",""
"Farmers","2013","Dunloy","Number",""
"Farmers","2013","Feeny","Number",""
"Farmers","2013","Garvagh","Number",""
"Farmers","2013","Giant's Causeway","Number",""
"Farmers","2013","Greysteel","Number",""
"Farmers","2013","Greystone (Causeway Coast and Glens)","Number",""
"Farmers","2013","Hopefield","Number",""
"Farmers","2013","Kilrea","Number",""
"Farmers","2013","Kinbane","Number",""
"Farmers","2013","Loughguile and Stranocum","Number",""
"Farmers","2013","Lurigethan","Number",""
"Farmers","2013","Macosquin","Number",""
"Farmers","2013","Magilligan","Number",""
"Farmers","2013","Mountsandel","Number",""
"Farmers","2013","Portrush and Dunluce","Number",""
"Farmers","2013","Portstewart","Number",""
"Farmers","2013","Quarry","Number",""
"Farmers","2013","Rasharkin","Number",""
"Farmers","2013","Roeside","Number",""
"Farmers","2013","Route","Number",""
"Farmers","2013","Torr Head and Rathlin","Number",""
"Farmers","2013","University","Number",""
"Farmers","2013","Waterside","Number",""
"Farmers","2013","Windy Hall","Number",""
"Farmers","2013","Artigarvan","Number",""
"Farmers","2013","Ballycolman","Number",""
"Farmers","2013","Ballymagroarty","Number",""
"Farmers","2013","Brandywell","Number",""
"Farmers","2013","Carn Hill","Number",""
"Farmers","2013","Castlederg","Number",""
"Farmers","2013","Caw","Number",""
"Farmers","2013","City Walls","Number",""
"Farmers","2013","Claudy","Number",""
"Farmers","2013","Clondermot","Number",""
"Farmers","2013","Creggan","Number",""
"Farmers","2013","Creggan South","Number",""
"Farmers","2013","Culmore","Number",""
"Farmers","2013","Drumahoe","Number",""
"Farmers","2013","Dunnamanagh","Number",""
"Farmers","2013","Ebrington","Number",""
"Farmers","2013","Eglinton","Number",""
"Farmers","2013","Enagh","Number",""
"Farmers","2013","Finn","Number",""
"Farmers","2013","Foyle Springs","Number",""
"Farmers","2013","Galliagh","Number",""
"Farmers","2013","Glenderg","Number",""
"Farmers","2013","Glenelly Valley","Number",""
"Farmers","2013","Kilfennan","Number",""
"Farmers","2013","Lisnagelvin","Number",""
"Farmers","2013","Madam's Bank","Number",""
"Farmers","2013","New Buildings","Number",""
"Farmers","2013","Newtownstewart","Number",""
"Farmers","2013","Northland","Number",""
"Farmers","2013","Park (Derry and Strabane)","Number",""
"Farmers","2013","Shantallow","Number",""
"Farmers","2013","Shantallow East","Number",""
"Farmers","2013","Sheriff's Mountain","Number",""
"Farmers","2013","Sion Mills","Number",""
"Farmers","2013","Skeoge","Number",""
"Farmers","2013","Slievekirk","Number",""
"Farmers","2013","Springtown","Number",""
"Farmers","2013","Strabane North","Number",""
"Farmers","2013","Strabane West","Number",""
"Farmers","2013","Victoria (Derry and Strabane)","Number",""
"Farmers","2013","Ballinamallard","Number",""
"Farmers","2013","Belcoo and Garrison","Number",""
"Farmers","2013","Belleek and Boa","Number",""
"Farmers","2013","Beragh","Number",""
"Farmers","2013","Boho,Cleenish and Letterbreen","Number",""
"Farmers","2013","Brookeborough","Number",""
"Farmers","2013","Camowen","Number",""
"Farmers","2013","Castlecoole","Number",""
"Farmers","2013","Coolnagard","Number",""
"Farmers","2013","Dergmoney","Number",""
"Farmers","2013","Derrygonnelly","Number",""
"Farmers","2013","Derrylin","Number",""
"Farmers","2013","Donagh","Number",""
"Farmers","2013","Dromore (Fermanagh and Omagh)","Number",""
"Farmers","2013","Drumnakilly","Number",""
"Farmers","2013","Drumquin","Number",""
"Farmers","2013","Ederney and Kesh","Number",""
"Farmers","2013","Erne","Number",""
"Farmers","2013","Fairy Water","Number",""
"Farmers","2013","Fintona","Number",""
"Farmers","2013","Florence Court and Kinawley","Number",""
"Farmers","2013","Gortin","Number",""
"Farmers","2013","Gortrush","Number",""
"Farmers","2013","Irvinestown","Number",""
"Farmers","2013","Killyclogher","Number",""
"Farmers","2013","Lisbellaw","Number",""
"Farmers","2013","Lisnarrick","Number",""
"Farmers","2013","Lisnaskea","Number",""
"Farmers","2013","Maguiresbridge","Number",""
"Farmers","2013","Newtownbutler","Number",""
"Farmers","2013","Newtownsaville","Number",""
"Farmers","2013","Owenkillew","Number",""
"Farmers","2013","Portora","Number",""
"Farmers","2013","Rosslea","Number",""
"Farmers","2013","Rossorry","Number",""
"Farmers","2013","Sixmilecross","Number",""
"Farmers","2013","Strule","Number",""
"Farmers","2013","Tempo","Number",""
"Farmers","2013","Termon","Number",""
"Farmers","2013","Trillick","Number",""
"Farmers","2013","Ballinderry","Number",""
"Farmers","2013","Ballyhanwood","Number",""
"Farmers","2013","Ballymacash","Number",""
"Farmers","2013","Ballymacbrennan","Number",""
"Farmers","2013","Ballymacoss","Number",""
"Farmers","2013","Beechill","Number",""
"Farmers","2013","Blaris","Number",""
"Farmers","2013","Cairnshill","Number",""
"Farmers","2013","Carrowreagh","Number",""
"Farmers","2013","Carryduff East","Number",""
"Farmers","2013","Carryduff West","Number",""
"Farmers","2013","Derryaghy","Number",""
"Farmers","2013","Dromara","Number",""
"Farmers","2013","Drumbo","Number",""
"Farmers","2013","Dundonald","Number",""
"Farmers","2013","Enler","Number",""
"Farmers","2013","Galwally","Number",""
"Farmers","2013","Glenavy","Number",""
"Farmers","2013","Graham's Bridge","Number",""
"Farmers","2013","Harmony Hill","Number",""
"Farmers","2013","Hilden","Number",""
"Farmers","2013","Hillhall","Number",""
"Farmers","2013","Hillsborough","Number",""
"Farmers","2013","Knockbracken","Number",""
"Farmers","2013","Knockmore","Number",""
"Farmers","2013","Lagan","Number",""
"Farmers","2013","Lagan Valley","Number",""
"Farmers","2013","Lambeg","Number",""
"Farmers","2013","Lisnagarvey","Number",""
"Farmers","2013","Maghaberry","Number",""
"Farmers","2013","Magheralave","Number",""
"Farmers","2013","Maze","Number",""
"Farmers","2013","Moira","Number",""
"Farmers","2013","Moneyreagh","Number",""
"Farmers","2013","Newtownbreda","Number",""
"Farmers","2013","Old Warren","Number",""
"Farmers","2013","Ravernet","Number",""
"Farmers","2013","Stonyford","Number",""
"Farmers","2013","Wallace Park","Number",""
"Farmers","2013","White Mountain","Number",""
"Farmers","2013","Academy","Number",""
"Farmers","2013","Ahoghill","Number",""
"Farmers","2013","Ardeevin","Number",""
"Farmers","2013","Ballee and Harryville","Number",""
"Farmers","2013","Ballycarry and Glynn","Number",""
"Farmers","2013","Ballykeel","Number",""
"Farmers","2013","Boneybefore","Number",""
"Farmers","2013","Braidwater","Number",""
"Farmers","2013","Broughshane","Number",""
"Farmers","2013","Burleigh Hill","Number",""
"Farmers","2013","Cairncastle","Number",""
"Farmers","2013","Carnlough and Glenarm","Number",""
"Farmers","2013","Castle (Mid and East Antrim)","Number",""
"Farmers","2013","Castle Demesne","Number",""
"Farmers","2013","Craigyhill","Number",""
"Farmers","2013","Cullybackey","Number",""
"Farmers","2013","Curran and Inver","Number",""
"Farmers","2013","Fair Green","Number",""
"Farmers","2013","Galgorm","Number",""
"Farmers","2013","Gardenmore","Number",""
"Farmers","2013","Glenravel","Number",""
"Farmers","2013","Glenwhirry","Number",""
"Farmers","2013","Gortalee","Number",""
"Farmers","2013","Grange","Number",""
"Farmers","2013","Greenisland","Number",""
"Farmers","2013","Islandmagee","Number",""
